Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Att,Live,Dead,FK,TB,Press,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Cmp,Off,Out,Int,Blocks
1434,Lluis López\Lluis-Lopez,es ESP,DF,Espanyol,es La Liga,21,1997,5.8,239,233,6,5,0,31,4,0,0,0,0,0,159,28,52,38,174,18,1,0,198,0,14,3,3
1435,Maxime Lopez\Maxime-Lopez,fr FRA,MF,Marseille,fr Ligue 1,20,1997,24.2,2260,2142,118,66,5,368,41,32,38,4,8,0,1851,178,231,202,1998,43,14,0,2031,2,18,31,26
1436,Pau López\Pau-Lopez,es ESP,GK,Betis,es La Liga,23,1994,33.0,1221,912,309,64,0,119,17,0,0,0,0,0,790,68,363,784,253,0,0,173,989,6,28,11,4
1437,Roberto López\Roberto-Lopez,es ESP,MF,Real Sociedad,es La Liga,18,2000,0.3,5,5,0,0,0,2,0,0,0,0,0,0,2,2,1,3,0,2,0,0,3,0,1,0,0
1438,Unai López\Unai-Lopez,es ESP,MF,Athletic Club,es La Liga,22,1995,3.6,250,245,5,3,0,35,12,8,1,0,0,0,189,19,42,12,229,8,1,0,214,0,3,5,2
1439,Jonas Lössl\Jonas-Lossl,dk DEN,GK,Huddersfield,eng Premier League,29,1989,30.9,1097,786,311,97,1,79,38,1,0,0,0,0,346,50,701,39,867,0,0,97,693,2,32,3,3
1440,Albert Lottin\Albert-Lottin,fr FRA,MFFW,Bordeaux,fr Ligue 1,16,2001,0.2,12,12,0,0,0,2,1,0,0,0,0,0,8,2,2,1,10,0,0,1,9,0,0,0,0
1441,Imran Louza\Imran-Louza,fr FRA,MF,Nantes,fr Ligue 1,19,1999,1.0,46,44,2,1,1,5,0,1,1,1,0,0,30,4,12,28,11,5,0,2,37,1,0,1,0
1442,Davor Lovren\Davor-Lovren,hr CRO,MFFW,Düsseldorf,de Bundesliga,19,1998,0.5,19,19,0,0,0,1,0,0,0,0,0,0,17,0,2,15,3,0,0,0,12,0,1,0,4
1443,Dejan Lovren\Dejan-Lovren,hr CRO,DF,Liverpool,eng Premier League,29,1989,11.0,809,788,21,18,1,78,16,3,0,0,0,0,621,50,138,171,555,54,3,2,716,2,8,2,7
1444,Chris Löwe\Chris-Lowe,de GER,DFMF,Huddersfield,eng Premier League,29,1989,22.9,1081,896,185,34,1,203,40,76,32,4,2,1,544,170,367,752,130,58,119,5,747,5,34,21,51
1445,Eduard Löwen\Eduard-Lowen,de GER,MFFW,Nürnberg,de Bundesliga,21,1997,18.0,740,703,37,22,2,138,18,12,0,0,0,0,481,109,150,108,567,40,12,0,562,1,16,16,33
1446,Matthew Lowton\Matthew-Lowton,eng ENG,DF,Burnley,eng Premier League,29,1989,19.4,910,696,214,6,0,114,20,42,0,0,0,0,404,171,335,80,555,54,208,3,623,6,38,20,27
1447,Anthony Lozano\Anthony-Lozano,hn HON,FWMF,Girona,es La Liga,25,1993,8.1,195,187,8,0,0,56,8,12,1,0,0,0,117,34,44,22,137,17,1,3,125,0,5,8,11
1448,Derrick Luckassen\Derrick-Luckassen,nl NED,DF,Hertha BSC,de Bundesliga,23,1995,2.8,186,180,6,4,0,31,2,0,0,0,0,0,146,9,31,26,139,14,2,1,166,0,3,1,0
1449,José Luis Gayà\Jose-Luis-Gaya,es ESP,DF,Valencia,es La Liga,23,1995,34.9,1812,1502,310,48,4,233,36,75,1,0,0,0,1100,337,375,1285,156,95,261,3,1449,6,30,28,59
1450,José Luis Morales\Jose-Luis-Morales,es ESP,FWMF,Levante,es La Liga,31,1987,35.5,808,762,46,5,5,145,30,69,3,0,0,0,539,151,118,140,597,32,28,2,548,4,31,22,64
1451,José Luis Palomino\Jose-Luis-Palomino,ar ARG,DF,Atalanta,it Serie A,28,1990,25.1,1304,1234,70,43,0,183,34,4,0,0,0,0,1027,138,139,983,175,87,27,6,1158,2,15,12,13
1452,Filipe Luís\Filipe-Luis,br BRA,DF,Atlético Madrid,es La Liga,32,1985,22.6,1523,1306,217,29,0,265,26,50,0,0,0,0,1004,242,277,1166,107,44,188,6,1259,1,19,18,37
1453,Luisinho\Luisinho,pt POR,DF,Huesca,es La Liga,33,1985,5.6,245,206,39,0,0,17,2,9,0,0,0,0,171,29,45,190,8,8,39,0,209,0,3,2,4
1454,David Luiz\David-Luiz,br BRA,DF,Chelsea,eng Premier League,31,1987,36.0,2621,2518,103,94,9,338,113,5,0,0,0,0,1904,271,446,558,1893,115,9,19,2293,8,65,16,19
1455,Douglas Luiz\Douglas-Luiz,br BRA,MF,Girona,es La Liga,20,1998,16.6,766,730,36,30,2,140,38,10,4,0,0,0,501,104,161,113,590,37,1,7,634,1,13,15,7
1456,Everton Luiz\Everton-Luiz,br BRA,MF,SPAL,it Serie A,30,1988,3.5,140,137,3,0,0,11,1,0,1,0,0,0,119,9,12,14,120,3,2,0,117,0,1,1,3
1457,Jordan Lukaku\Jordan-Lukaku,be BEL,MFDF,Lazio,it Serie A,24,1994,1.9,104,91,13,0,0,20,1,6,0,0,0,0,72,15,17,64,19,7,13,0,79,0,2,5,3
1458,Romelu Lukaku\Romelu-Lukaku,be BEL,FW,Manchester Utd,eng Premier League,25,1993,23.7,583,554,29,0,3,163,14,47,0,0,0,0,338,106,139,328,133,49,0,11,379,1,9,16,25
1459,Dodi Lukebakio\Dodi-Lukebakio,be BEL,FWMF,Düsseldorf,de Bundesliga,20,1997,21.9,595,564,31,6,1,139,23,41,5,0,0,0,422,68,105,428,125,26,2,1,444,1,17,12,22
1460,Saša Lukić\Sasa-Lukic,rs SRB,MF,Torino,it Serie A,21,1996,11.0,468,437,31,14,1,88,15,11,14,1,0,0,355,54,59,51,378,28,0,3,396,2,2,8,15
1461,Senad Lulić\Senad-Lulic,ba BIH,DFMF,Lazio,it Serie A,32,1986,32.5,1679,1476,203,5,2,321,59,119,4,0,0,0,994,242,443,285,1087,78,194,6,1250,14,33,49,53
1462,Antonio Luna\Antonio-Luna,es ESP,DF,Levante,es La Liga,27,1991,14.0,647,515,132,11,1,119,16,49,2,0,0,0,326,171,150,397,103,20,119,3,471,3,14,15,22
1463,Andriy Lunin\Andriy-Lunin,ua UKR,GK,Leganés,es La Liga,19,1999,4.1,122,77,45,11,0,2,3,0,0,0,0,0,42,9,71,6,90,0,0,18,84,0,4,0,0
1464,Sebastiano Luperto\Sebastiano-Luperto,it ITA,DF,Napoli,it Serie A,21,1996,8.1,469,444,25,11,0,44,6,1,0,0,0,0,375,36,58,360,60,22,14,2,421,1,5,2,6
1465,Fabian Lustenberger\Fabian-Lustenberger,ch SUI,DFMF,Hertha BSC,de Bundesliga,30,1988,24.1,1308,1248,60,57,0,197,46,1,0,0,0,0,956,116,236,162,1030,91,3,2,1148,4,19,9,8
1466,Andreas Luthe\Andreas-Luthe,de GER,GK,Augsburg,de Bundesliga,31,1987,14.6,479,324,155,27,0,41,4,0,0,0,0,0,233,16,230,31,369,1,0,54,335,1,11,0,1
1467,Lyanco\Lyanco,br BRA,DF,Torino,it Serie A,21,1997,1.0,25,24,1,1,0,6,1,0,0,0,0,0,14,3,8,2,22,0,0,0,19,0,1,1,0
1468,Lyanco\Lyanco,br BRA,DF,Bologna,it Serie A,21,1997,12.4,511,475,36,33,1,92,30,0,0,0,0,0,358,59,94,49,415,23,3,4,424,2,10,6,3
1469,Hervé Lybohy\Herve-Lybohy,ne NIG,DF,Nîmes,fr Ligue 1,35,1983,16.4,568,548,20,17,0,62,13,1,0,0,0,0,423,45,100,441,65,50,3,1,478,1,13,4,6
1470,Charalambos Lykogiannis\Charalambos-Lykogiannis,gr GRE,DF,Cagliari,it Serie A,24,1993,9.2,433,319,114,10,0,59,12,26,6,4,1,0,170,78,185,288,16,24,98,0,281,0,12,7,24
1471,Yann M'Vila\Yann-MVila,fr FRA,MF,Saint-Étienne,fr Ligue 1,28,1990,36.2,2294,2235,59,55,4,361,122,7,0,0,0,0,1713,250,331,151,2005,97,4,6,1967,15,47,19,33
1472,Darwin Machís\Darwin-Machis,ve VEN,FWMF,Udinese,it Serie A,25,1993,5.1,179,162,17,0,0,31,3,20,4,0,0,0,117,26,36,27,131,5,12,2,129,0,2,3,4
1473,James Maddison\James-Maddison,eng ENG,MFFW,Leicester City,eng Premier League,21,1996,31.5,1617,1368,249,74,11,282,110,52,156,12,21,11,1084,183,350,168,1396,36,1,8,1243,12,24,37,36
1474,Gary Madine\Gary-Madine,eng ENG,FWMF,Cardiff City,eng Premier League,27,1990,0.4,13,11,2,0,0,3,0,0,0,0,0,0,9,3,1,1,8,3,0,0,12,0,0,0,0
1475,Pablo Maffeo\Pablo-Maffeo,es ESP,DFMF,Stuttgart,de Bundesliga,21,1997,6.6,299,242,57,2,0,35,12,19,1,0,0,0,154,66,79,36,187,17,54,2,215,0,6,5,5
1476,Francesco Magnanelli\Francesco-Magnanelli,it ITA,MF,Sassuolo,it Serie A,33,1984,20.7,1330,1268,62,62,0,190,33,4,0,0,0,0,1002,162,166,135,1140,48,0,0,1181,2,19,15,13
1477,Giangiacomo Magnani\Giangiacomo-Magnani,it ITA,DF,Sassuolo,it Serie A,22,1995,16.8,907,882,25,25,1,91,23,0,0,0,0,0,718,43,146,164,697,29,0,0,784,7,21,6,6
1478,Harry Maguire\Harry-Maguire,eng ENG,DF,Leicester City,eng Premier League,25,1993,28.8,1749,1682,67,63,2,272,80,5,0,0,0,0,1164,228,357,200,1336,154,4,8,1496,1,39,17,17
1479,Riyad Mahrez\Riyad-Mahrez,dz ALG,FWMF,Manchester City,eng Premier League,27,1991,14.9,884,820,64,9,8,170,35,49,44,5,1,0,661,86,137,772,70,24,11,2,717,2,16,12,29
1480,Thiago Maia\Thiago-Maia,br BRA,MF,Lille,fr Ligue 1,21,1997,11.3,579,564,15,13,1,76,11,3,0,0,0,0,426,65,88,483,55,26,2,3,489,1,9,9,11
1481,Raffaele Maiello\Raffaele-Maiello,it ITA,MF,Frosinone,it Serie A,27,1991,22.7,1239,1145,94,69,1,162,71,25,18,2,4,0,805,159,275,97,1077,49,4,1,988,10,20,17,32
1482,Arne Maier\Arne-Maier,de GER,MF,Hertha BSC,de Bundesliga,19,1999,22.9,1225,1184,41,33,0,247,17,10,1,0,0,0,955,127,143,121,1009,69,6,5,1048,7,9,27,28
1483,Domenico Maietta\Domenico-Maietta,it ITA,DF,Empoli,it Serie A,35,1982,19.0,988,920,68,36,0,111,46,5,0,0,0,0,645,105,238,158,744,39,32,2,843,4,22,11,12
1484,Mike Maignan\Mike-Maignan,fr FRA,GK,Lille,fr Ligue 1,22,1995,38.0,1095,707,388,118,0,62,26,0,0,0,0,0,481,42,572,104,755,0,0,202,689,3,54,3,2
1485,Linton Maina\Linton-Maina,de GER,MFFW,Hannover 96,de Bundesliga,19,1999,15.7,516,455,61,3,1,119,7,27,0,0,0,0,330,110,76,125,308,23,56,3,381,3,5,16,31
1486,Ainsley Maitland-Niles\Ainsley-Maitland-Niles,eng ENG,DF,Arsenal,eng Premier League,20,1997,11.0,571,465,106,3,1,78,9,19,0,0,0,0,354,134,83,89,356,18,103,1,454,2,12,11,26
1487,Josh Maja\Josh-Maja,ng NGA,FWMF,Bordeaux,fr Ligue 1,19,1998,2.2,57,56,1,0,1,21,0,0,0,0,0,0,41,13,3,8,42,5,0,1,45,0,1,2,0
1488,Abdul Majeed Waris\Abdul-Majeed-Waris,gh GHA,FW,Nantes,fr Ligue 1,26,1991,25.0,621,590,31,1,6,180,13,28,15,3,1,1,468,84,69,55,533,14,5,9,441,2,15,20,37
1489,Jean-Victor Makengo\Jean-Victor-Makengo,fr FRA,FWMF,Nice,fr Ligue 1,20,1998,11.4,424,420,4,1,0,124,5,6,0,0,0,0,367,36,21,342,71,7,2,0,358,2,10,12,11
1490,Nemanja Maksimović\Nemanja-Maksimovic,rs SRB,MF,Getafe,es La Liga,23,1995,35.7,779,740,39,16,1,157,20,5,0,0,0,0,428,141,210,65,531,116,0,5,583,5,23,10,16
1491,Nikola Maksimović\Nikola-Maksimovic,rs SRB,DF,Napoli,it Serie A,26,1991,15.3,886,848,38,21,1,69,27,1,0,0,0,0,688,102,96,73,730,48,17,4,811,1,11,5,4
1492,Malcom\Malcom,br BRA,FWDF,Barcelona,es La Liga,21,1997,6.8,329,315,14,1,1,74,3,13,8,1,2,0,265,30,34,281,36,3,5,1,273,1,1,10,9
1493,Kévin Malcuit\Kevin-Malcuit,ma MAR,DF,Napoli,it Serie A,27,1991,20.1,1265,1084,181,13,2,171,25,72,1,0,0,1,844,235,186,69,984,30,167,3,1045,2,18,22,41
1494,Yunus Mallı\Yunus-Malli,tr TUR,MFFW,Wolfsburg,de Bundesliga,26,1992,7.8,340,316,24,4,1,71,9,9,15,0,0,0,235,45,60,45,266,22,2,2,267,0,6,8,10
1495,Hugo Mallo\Hugo-Mallo,es ESP,DF,Celta Vigo,es La Liga,27,1991,34.4,1996,1595,401,55,2,275,50,117,25,0,0,0,1029,428,539,192,1351,102,321,3,1450,9,60,31,73
1496,Antonio Mance\Antonio-Mance,hr CRO,FWMF,Nantes,fr Ligue 1,22,1995,0.6,13,13,0,0,0,6,0,3,0,0,0,0,9,2,2,4,6,1,0,1,8,0,1,0,0
1497,Vincent Manceau\Vincent-Manceau,fr FRA,DF,Angers,fr Ligue 1,29,1989,31.0,1611,1292,319,31,1,261,35,47,0,0,0,0,928,263,420,251,1004,56,288,1,1274,5,27,31,46
1498,Gianluca Mancini\Gianluca-Mancini,it ITA,DF,Atalanta,it Serie A,22,1996,25.0,1349,1263,86,24,4,226,16,2,0,0,0,0,1013,159,177,169,1019,65,62,2,1128,7,25,23,15
1499,Steve Mandanda\Steve-Mandanda,fr FRA,GK,Marseille,fr Ligue 1,33,1985,30.4,985,707,278,87,0,80,10,0,0,0,0,0,493,52,440,93,726,1,0,128,688,0,23,2,1
1500,Reinildo Mandava\Reinildo-Mandava,mz MOZ,DF,Lille,fr Ligue 1,24,1994,1.1,59,50,9,1,0,7,0,3,0,0,0,0,42,9,8,40,9,2,8,0,48,0,2,0,2
1501,Aïssa Mandi\Aissa-Mandi,dz ALG,DF,Betis,es La Liga,26,1991,34.0,2610,2497,113,93,2,355,75,9,0,0,0,0,2151,199,260,347,2122,83,20,13,2417,1,20,27,21
1502,Rolando Mandragora\Rolando-Mandragora,it ITA,MF,Udinese,it Serie A,21,1997,32.4,1222,1112,110,62,1,202,36,20,37,4,8,0,774,213,235,916,176,74,10,12,991,6,22,16,34
1503,Mario Mandžukić\Mario-Mandzukic,hr CRO,FW,Juventus,it Serie A,32,1986,22.4,616,599,17,2,2,125,8,26,0,0,0,0,358,145,113,58,421,75,13,10,449,1,8,18,27
1504,Sadio Mané\Sadio-Mane,sn SEN,FW,Liverpool,eng Premier League,26,1992,34.2,1215,1195,20,3,10,260,28,45,3,0,0,0,883,166,166,289,826,54,14,15,932,5,20,34,59
1505,Thomas Mangani\Thomas-Mangani,fr FRA,MF,Angers,fr Ligue 1,31,1987,17.8,1195,1090,105,55,3,240,29,27,39,8,8,0,827,107,261,946,174,58,9,0,944,2,17,15,25
1506,Kostas Manolas\Kostas-Manolas,gr GRE,DF,Roma,it Serie A,27,1991,25.8,1041,986,55,54,0,143,34,1,0,0,0,0,781,106,154,188,748,66,1,14,918,1,27,12,7
1507,Javier Manquillo\Javier-Manquillo,es ESP,DF,Newcastle Utd,eng Premier League,24,1994,12.2,517,391,126,2,2,73,6,21,0,0,0,0,240,99,178,40,310,34,124,0,352,1,13,20,21
1508,Martín Mantovani\Martin-Mantovani,ar ARG,DF,Huesca,es La Liga,34,1984,7.8,211,204,7,7,0,25,5,1,0,0,0,0,143,30,38,25,153,21,0,2,180,0,2,2,2
1509,Juan Manuel Valencia\Juan-Manuel-Valencia,co COL,FW,Bologna,it Serie A,20,1998,0.3,10,10,0,0,0,1,1,1,0,0,0,0,7,1,2,2,7,1,0,0,9,0,0,0,0
1510,Harrison Manzala\Harrison-Manzala,cd COD,MFFW,Angers,fr Ligue 1,24,1994,0.8,31,30,1,1,0,8,1,2,0,0,0,0,16,7,8,9,18,3,0,0,14,0,1,0,3
1511,Fran Manzanara\Fran-Manzanara,es ESP,DFMF,Levante,es La Liga,21,1996,1.7,70,67,3,3,0,3,1,0,0,0,0,0,51,12,7,9,54,6,0,0,62,1,0,0,0
1512,Myziane Maolida\Myziane-Maolida,fr FRA,FWMF,Nice,fr Ligue 1,19,1999,10.6,348,335,13,3,1,90,3,15,1,0,0,0,291,35,22,56,275,11,3,0,284,0,4,6,16
1513,Faitout Maouassa\Faitout-Maouassa,fr FRA,DF,Nîmes,fr Ligue 1,20,1998,23.7,997,723,274,10,1,170,28,55,0,0,0,0,447,246,304,613,78,30,264,0,722,3,33,18,40
1514,Fernando Marçal\Fernando-Marcal,br BRA,DF,Lyon,fr Ligue 1,29,1989,9.8,822,759,63,13,1,105,31,12,0,0,0,0,595,97,130,673,60,22,50,0,726,0,12,13,11
1515,Iván Marcano\Ivan-Marcano,es ESP,DF,Roma,it Serie A,31,1987,9.0,552,523,29,10,0,43,20,9,1,0,0,0,387,69,96,454,26,38,18,2,479,0,6,2,12
1516,Marcelo\Marcelo,br BRA,DF,Real Madrid,es La Liga,30,1988,20.6,1536,1358,178,28,6,217,60,59,5,0,0,0,1018,237,281,1146,213,22,145,8,1250,11,16,34,43
1517,Marcelo\Marcelo,br BRA,DF,Lyon,fr Ligue 1,31,1987,32.0,2311,2247,64,59,5,227,67,5,0,0,0,0,1814,167,330,107,2028,110,5,4,2067,7,34,16,6
1518,Solly March\Solly-March,eng ENG,FWMF,Brighton,eng Premier League,24,1994,27.4,924,843,81,22,1,192,68,92,35,2,0,0,535,143,246,746,86,60,22,1,597,9,29,16,75
1519,Federico Marchetti\Federico-Marchetti,it ITA,GK,Genoa,it Serie A,35,1983,4.0,112,68,44,9,0,7,4,0,0,0,0,0,46,7,59,64,30,0,0,10,78,2,4,0,0
1520,Gian Marco Ferrari\Gian-Marco-Ferrari,it ITA,DF,Sassuolo,it Serie A,26,1992,31.0,1894,1790,104,88,0,199,41,6,0,0,0,0,1460,168,266,1570,207,74,16,3,1643,5,25,35,18
1521,Óscar de Marcos\Oscar-de-Marcos,es ESP,DFFW,Athletic Club,es La Liga,29,1989,26.9,1346,1102,244,10,1,204,25,73,0,0,0,0,726,348,272,89,939,60,234,4,1032,3,32,28,62
1522,Georg Margreitter\Georg-Margreitter,at AUT,DF,Nürnberg,de Bundesliga,29,1988,22.9,1210,1179,31,29,0,121,53,3,0,0,0,0,854,100,256,287,833,68,2,3,997,2,30,11,11
1523,Miguel Marí\Miguel-Mari,es ESP,MF,Eibar,es La Liga,21,1997,0.8,39,39,0,0,0,4,1,0,0,0,0,0,25,7,7,3,32,3,0,0,35,0,0,0,1
1524,José María Giménez\Jose-Maria-Gimenez,uy URU,DF,Atlético Madrid,es La Liga,23,1995,19.7,736,684,52,43,1,108,30,1,0,0,0,0,478,64,194,85,566,48,9,3,596,3,11,4,6
1525,Mariano\Mariano,do DOM,FW,Real Madrid,es La Liga,24,1993,5.0,95,85,10,1,1,25,2,1,0,0,0,0,66,20,9,6,75,8,0,0,72,0,3,7,1
1526,Mariano\Mariano,do DOM,FW,Lyon,fr Ligue 1,24,1993,1.6,30,29,1,0,0,5,0,0,0,0,0,0,24,4,2,4,24,1,0,0,23,0,0,1,2
1527,Adrian Mariappa\Adrian-Mariappa,jm JAM,DF,Watford,eng Premier League,31,1986,21.4,879,856,23,19,0,143,13,3,0,0,0,0,613,89,177,82,713,53,4,1,736,2,13,12,9
1528,Jordan Marié\Jordan-Marie,fr FRA,MF,Dijon,fr Ligue 1,26,1991,20.0,880,871,9,3,0,157,28,11,2,2,0,0,600,121,159,74,735,54,2,3,693,3,19,20,17
1529,Adrián Marín\Adrian-Marin,es ESP,DFMF,Alavés,es La Liga,21,1997,3.2,111,78,33,3,0,16,2,2,0,0,0,0,53,21,37,66,2,10,30,0,79,0,6,1,2
1530,João Mário\Joao-Mario,pt POR,MFFW,Inter,it Serie A,25,1993,12.0,743,714,29,14,2,125,16,31,8,0,1,0,575,78,90,80,631,22,6,1,615,4,14,13,17
1531,Guillermo Maripán\Guillermo-Maripan,cl CHI,DF,Alavés,es La Liga,24,1994,22.3,679,614,65,65,0,95,26,0,0,0,0,0,412,69,198,82,507,58,0,2,527,0,20,8,11
1532,Lazar Marković\Lazar-Markovic,rs SRB,FW,Fulham,eng Premier League,24,1994,0.5,30,30,0,0,0,5,0,0,0,0,0,0,29,1,0,0,30,0,0,0,29,0,0,1,0
1533,Marlon\Marlon,br BRA,DF,Sassuolo,it Serie A,22,1995,16.8,1070,1008,62,32,0,104,25,4,0,0,0,0,913,71,86,121,887,23,30,2,993,2,5,10,8
1534,Marquinhos\Marquinhos,br BRA,DFMF,Paris S-G,fr Ligue 1,24,1994,29.9,2264,2212,52,41,17,273,50,5,0,0,0,0,1890,175,199,424,1732,55,11,9,2093,3,25,16,11
1535,Roger Martí\Roger-Marti,es ESP,FW,Levante,es La Liga,27,1991,21.0,385,367,18,2,1,80,13,15,0,0,0,0,265,63,57,39,316,19,0,4,268,2,9,9,27
1536,Anthony Martial\Anthony-Martial,fr FRA,FW,Manchester Utd,eng Premier League,22,1995,18.0,752,736,16,0,3,220,6,38,2,0,0,0,600,80,72,102,605,17,11,2,575,3,15,32,31
1537,Aarón Martín\Aaron-Martin,es ESP,DF,Mainz 05,de Bundesliga,21,1997,32.0,1742,1299,443,61,1,246,54,115,84,4,15,0,930,329,483,1293,83,55,298,3,1298,4,22,25,52
1538,Jonas Martin\Jonas-Martin,fr FRA,MF,Strasbourg,fr Ligue 1,28,1990,22.9,1528,1463,65,49,2,293,66,20,4,0,0,0,1213,140,175,277,1190,31,11,7,1334,3,16,20,22
1539,Marvin Martin\Marvin-Martin,fr FRA,MFFW,Reims,fr Ligue 1,30,1988,6.9,337,306,31,7,1,52,9,4,18,0,0,0,238,40,59,52,274,8,0,2,241,3,11,8,5
1540,Iñigo Martínez\Inigo-Martinez,es ESP,DF,Athletic Club,es La Liga,27,1991,32.2,1404,1289,115,104,1,186,101,6,0,0,0,0,824,154,426,1035,204,107,11,7,1113,3,42,9,17
1541,Javi Martínez\Javi-Martinez,es ESP,MF,Bayern Munich,de Bundesliga,29,1988,14.5,911,894,17,17,2,123,17,5,0,0,0,0,704,88,119,178,631,75,0,4,803,2,12,2,14
1542,Lautaro Martínez\Lautaro-Martinez,ar ARG,FW,Inter,it Serie A,20,1997,14.9,254,228,26,3,4,53,11,17,1,1,0,0,162,48,44,32,188,20,0,6,178,1,4,9,8
1543,Pablo Martinez\Pablo-Martinez,fr FRA,DF,Strasbourg,fr Ligue 1,29,1989,31.3,1599,1509,90,67,1,205,150,6,0,0,0,0,1092,150,357,1243,209,94,23,8,1343,4,31,10,25
1544,Gelson Martins\Gelson-Martins,pt POR,FW,Atlético Madrid,es La Liga,23,1995,2.5,70,67,3,1,0,18,1,3,0,0,0,0,53,10,7,11,53,3,1,0,52,1,2,2,5
1545,Gelson Martins\Gelson-Martins,pt POR,FWMF,Monaco,fr Ligue 1,23,1995,15.4,532,527,5,0,2,130,11,47,0,0,0,0,374,85,73,35,466,19,5,2,390,1,4,11,40
1546,Adam Marušić\Adam-Marusic,me MNE,DFMF,Lazio,it Serie A,25,1992,23.5,982,819,163,5,2,172,24,51,1,0,0,0,620,169,193,78,674,54,157,5,803,2,9,16,31
1547,Omar Mascarell\Omar-Mascarell,es ESP,MF,Schalke 04,de Bundesliga,25,1993,11.0,490,485,5,5,0,90,13,1,0,0,0,0,327,69,94,97,344,39,0,3,401,3,8,8,6
1548,Andrea Masiello\Andrea-Masiello,it ITA,DF,Atalanta,it Serie A,32,1986,20.4,1277,1205,72,35,1,155,53,5,0,0,0,0,906,133,238,274,858,88,37,7,1123,2,13,7,18
1549,Adam Masina\Adam-Masina,ma MAR,DF,Watford,eng Premier League,24,1994,11.2,565,438,127,13,0,84,10,9,16,2,1,1,310,109,146,359,56,37,98,1,436,0,14,13,20
1550,Jordi Masip\Jordi-Masip,es ESP,GK,Valladolid,es La Liga,29,1989,35.0,1144,690,454,125,0,52,17,0,0,0,0,0,297,50,797,28,868,2,0,163,594,7,39,7,3
1551,Han-Noah Massengo\Han-Noah-Massengo,fr FRA,FWMF,Monaco,fr Ligue 1,17,2001,0.7,21,21,0,0,1,3,0,2,0,0,0,0,19,0,2,7,13,0,0,0,18,0,0,0,0
1552,Arthur Masuaku\Arthur-Masuaku,cd COD,DF,West Ham,eng Premier League,24,1993,19.5,1092,909,183,15,3,155,36,36,0,0,0,0,721,166,205,829,50,34,168,2,878,4,32,14,37
1553,Jaime Mata\Jaime-Mata,es ESP,FWMF,Getafe,es La Liga,29,1988,27.0,691,678,13,1,3,189,19,46,0,0,0,0,357,171,163,99,460,61,1,14,424,3,19,18,53
1554,Juan Mata\Juan-Mata,es ESP,FWMF,Manchester Utd,eng Premier League,30,1988,14.3,766,699,67,18,1,132,48,34,35,2,4,2,526,86,154,649,104,5,4,4,618,1,10,9,14
1555,Luca Matarese\Luca-Matarese,it ITA,FW,Frosinone,it Serie A,20,1998,0.2,4,4,0,0,0,1,0,0,0,0,0,0,4,0,0,0,4,0,0,0,3,0,0,0,0
1556,Jean-Philippe Mateta\Jean-Philippe-Mateta,fr FRA,FW,Mainz 05,de Bundesliga,21,1997,27.6,474,420,54,0,0,114,8,25,0,0,0,0,288,98,88,84,275,63,0,10,328,3,6,14,15
1557,Christian Mathenia\Christian-Mathenia,de GER,GK,Nürnberg,de Bundesliga,26,1992,21.5,896,616,280,62,0,82,21,0,0,0,0,0,345,44,507,46,698,2,0,95,567,5,27,3,4
1558,Nemanja Matić\Nemanja-Matic,rs SRB,MF,Manchester Utd,eng Premier League,29,1988,27.1,1797,1740,57,52,2,313,68,11,0,0,0,0,1403,163,231,1430,233,95,4,8,1579,7,23,18,24
1559,Joël Matip\Joel-Matip,cm CMR,DF,Liverpool,eng Premier League,26,1991,17.1,1320,1290,30,20,1,164,31,0,0,0,0,0,1042,111,167,160,1043,61,10,3,1158,4,17,11,13
1560,Rabbi Matondo\Rabbi-Matondo,wal WAL,FWMF,Schalke 04,de Bundesliga,17,2000,2.1,36,36,0,0,0,11,0,4,0,0,0,0,25,7,4,5,30,0,0,0,27,0,0,0,4
1561,Alessandro Matri\Alessandro-Matri,it ITA,FW,Sassuolo,it Serie A,33,1984,6.7,159,142,17,0,0,22,3,6,1,0,0,0,110,31,18,30,118,6,0,2,123,1,1,2,5
1562,Federico Mattiello\Federico-Mattiello,it ITA,MFDF,Bologna,it Serie A,23,1995,14.8,637,522,115,0,0,82,17,54,0,0,0,0,305,113,219,229,252,27,115,1,465,3,8,10,33
1563,Blaise Matuidi\Blaise-Matuidi,fr FRA,MF,Juventus,it Serie A,31,1987,26.9,1267,1238,29,15,3,198,20,33,0,0,0,0,1024,113,130,1057,145,31,12,5,1098,4,12,27,21
1564,José Mauri\Jose-Mauri,it ITA,MF,Milan,it Serie A,22,1996,2.3,101,99,2,2,0,20,5,0,0,0,0,0,80,9,12,17,73,9,0,0,88,0,1,1,0
1565,Stephy Mavididi\Stephy-Mavididi,eng ENG,FW,Juventus,it Serie A,20,1998,0.2,6,6,0,0,0,3,0,1,0,0,0,0,5,0,1,2,4,0,0,0,4,0,1,0,0
1566,Konstantinos Mavropanos\Konstantinos-Mavropanos,gr GRE,DF,Arsenal,eng Premier League,20,1997,1.6,133,132,1,1,0,15,10,0,0,0,0,0,106,14,13,25,98,6,0,1,125,0,0,1,1
1567,Alfie Mawson\Alfie-Mawson,eng ENG,DF,Fulham,eng Premier League,24,1994,12.6,487,471,16,15,0,55,15,1,0,0,0,0,334,23,130,81,344,42,1,2,397,2,14,2,6
